symbol,date,open,high,low,close,volume,simple_return,zscore_20,zscore_20_signal
AUBANK,2017-09-28,278.0,279.9,275.05,278.55,758496,-0.0026853085,-0.2744604329014064,0
AUBANK,2017-09-29,279.45,288.95,275.05,284.3,792284,0.020642638,1.4331276813287912,0
AUBANK,2017-10-03,284.6,286.65,278.75,281.25,1070914,-0.010728061,-0.8378448135792956,0
AUBANK,2017-10-04,283.95,286.4,280.05,281.65,332520,0.0014221668,0.188962639620147,0
AUBANK,2017-10-05,281.0,295.0,281.0,292.85,1734874,0.039765716,2.6028100472938207,-1
AUBANK,2017-10-06,295.2,311.5,293.1,307.5,3843936,0.050025582,2.561326334384207,-1
AUBANK,2017-10-09,305.45,305.75,293.55,295.7,1247384,-0.038373947,-2.0973112362105817,1
AUBANK,2017-10-10,297.4,297.45,288.0,290.4,678448,-0.017923653,-0.9810066672903571,0
AUBANK,2017-10-11,291.05,293.65,288.8,290.8,1128084,0.0013773441,-0.0543348950592553,0
AUBANK,2017-10-12,292.95,293.05,285.05,290.65,481810,-0.0005158186,-0.13748891569203817,0
AUBANK,2017-10-13,291.15,298.0,288.75,292.85,909564,0.007569313,0.2261848328406779,0
AUBANK,2017-10-16,294.5,307.2,292.0,303.6,2015128,0.036708236,1.5592735087948255,0
AUBANK,2017-10-17,302.8,304.9,299.2,302.15,542840,-0.0047760606,-0.40489801287871946,0
AUBANK,2017-10-18,300.0,304.5,294.1,295.85,628020,-0.02085054,-1.145768503208315,0
AUBANK,2017-10-23,300.0,302.95,297.65,299.25,759678,0.011492252,0.3303548860066724,0
AUBANK,2017-10-24,299.0,300.95,295.75,296.7,259344,-0.008521259,-0.5682554302816405,0
AUBANK,2017-10-25,295.0,299.0,282.0,285.1,1466270,-0.039096773,-1.788072670627979,0
AUBANK,2017-10-26,287.4,294.9,286.0,290.65,338256,0.019466758,0.7158877482663242,0
AUBANK,2017-10-27,293.9,302.0,293.0,295.9,844860,0.01806295,0.6382408916987465,0
AUBANK,2017-10-30,296.5,299.5,285.5,293.95,1627976,-0.0065900087,-0.39826319517093767,0
AUBANK,2017-10-31,294.0,297.65,290.05,290.85,453978,-0.010546029,-0.5452838702725274,0
AUBANK,2017-11-01,295.45,296.0,290.0,294.65,589374,0.0130651,0.46762886898255746,0
AUBANK,2017-11-02,298.5,309.75,298.5,305.1,1854906,0.035465837,1.27064751992993,0
AUBANK,2017-11-03,310.0,310.0,305.45,307.45,1074414,0.00770247,0.12365676869763689,0
AUBANK,2017-11-06,308.95,311.0,303.95,307.6,645802,0.00048792362,-0.09646541016396251,0
AUBANK,2017-11-07,309.15,310.1,299.0,305.7,688332,-0.0061768293,-0.30042194741966083,0
AUBANK,2017-11-08,305.5,311.9,304.5,305.9,639110,0.0006542206,-0.06615294746055025,0
AUBANK,2017-11-09,306.5,314.0,306.5,311.85,833566,0.019450784,0.8788869801709631,0
AUBANK,2017-11-10,309.0,311.5,300.0,302.45,573826,-0.030142665,-1.6612737799317123,0
AUBANK,2017-11-13,302.5,309.0,297.55,307.35,750236,0.01620102,0.671960203041389,0
AUBANK,2017-11-14,310.0,312.45,308.0,311.8,534986,0.014478564,0.5627019322672658,0
AUBANK,2017-11-15,304.0,314.95,304.0,312.95,444250,0.0036883354,0.1105767027248296,0
AUBANK,2017-11-16,313.25,326.25,313.0,322.8,1038832,0.03147459,1.4503604890764974,0
AUBANK,2017-11-17,324.0,339.5,320.05,335.2,1326186,0.038414,1.6059346184701657,0
AUBANK,2017-11-20,336.0,337.45,329.0,331.6,357244,-0.010739863,-0.795062270150569,0
AUBANK,2017-11-21,334.6,337.0,324.6,325.75,1517708,-0.017641783,-1.0907327547086858,0
AUBANK,2017-11-22,326.05,327.8,320.75,326.35,232062,0.0018419027,-0.2841388062687758,0
AUBANK,2017-11-23,329.2,336.9,325.1,332.75,343096,0.019610882,0.7073673234159839,0
AUBANK,2017-11-24,332.75,336.5,329.0,331.6,255302,-0.0034560561,-0.521785158537622,0
AUBANK,2017-11-27,332.45,335.0,327.5,334.25,420776,0.007991552,0.07947894229267179,0
AUBANK,2017-11-28,334.45,342.15,331.1,339.8,895444,0.016604304,0.5011393393403725,0
AUBANK,2017-11-29,342.5,349.2,340.6,344.75,614140,0.014567375,0.37827270992146395,0
AUBANK,2017-11-30,344.0,356.5,337.5,349.0,1045932,0.01232779,0.33921099555354123,0
AUBANK,2017-12-01,349.85,356.5,345.5,351.05,539830,0.0058739185,-0.05600249962107892,0
AUBANK,2017-12-04,353.9,354.9,335.15,343.8,423594,-0.020652354,-1.534037510274599,0
AUBANK,2017-12-05,343.8,345.0,340.0,342.3,314036,-0.0043630004,-0.593853718267438,0
AUBANK,2017-12-06,342.3,344.95,335.05,336.4,491036,-0.017236352,-1.2399896947478064,0
AUBANK,2017-12-07,338.0,341.9,335.0,338.8,227726,0.0071343184,0.16160493015516464,0
AUBANK,2017-12-08,339.0,347.0,338.5,344.9,479180,0.018004775,0.7157157139808333,0
AUBANK,2017-12-11,347.45,365.95,344.0,356.4,1368978,0.033342957,1.537788662259844,0
AUBANK,2017-12-12,357.5,366.25,357.5,362.1,1019772,0.015993357,0.4972698305891089,0
AUBANK,2017-12-13,364.8,368.5,347.55,349.65,515892,-0.03438282,-2.0840857561671027,1
AUBANK,2017-12-14,351.6,352.95,325.45,337.85,581710,-0.03374797,-1.7964840306751075,0
AUBANK,2017-12-15,342.55,346.9,330.05,335.2,3928162,-0.007843673,-0.43507940488027785,0
AUBANK,2017-12-18,335.15,339.95,325.0,334.2,371262,-0.002983272,-0.19368807045494685,0
AUBANK,2017-12-19,336.5,341.5,331.5,335.35,345962,0.0034409761,0.10361725185572147,0
AUBANK,2017-12-20,337.5,345.0,333.5,342.45,540510,0.021171927,1.0183720202432471,0
AUBANK,2017-12-21,344.05,349.0,340.25,341.7,242830,-0.002190113,-0.20569981500687032,0
AUBANK,2017-12-22,338.2,343.35,337.5,339.9,235026,-0.0052678585,-0.3724808609690635,0
AUBANK,2017-12-26,340.35,342.4,335.5,339.6,114448,-0.000882566,-0.10264765307410134,0
AUBANK,2017-12-27,339.5,344.5,338.15,340.9,178214,0.0038280487,0.20186013704488157,0
AUBANK,2017-12-28,342.45,342.45,336.3,338.75,164434,-0.006306827,-0.3244291125669122,0
AUBANK,2017-12-29,339.0,340.9,330.25,333.4,336048,-0.015793383,-0.7939268890120469,0
AUBANK,2018-01-01,334.5,338.1,329.5,331.4,185152,-0.0059987903,-0.19069276000616953,0
AUBANK,2018-01-02,331.5,339.5,326.1,330.7,259520,-0.0021122098,-0.018250995259877344,0
AUBANK,2018-01-03,331.05,338.2,330.3,334.85,241292,0.012549162,0.8009806172708739,0
AUBANK,2018-01-04,335.9,338.95,332.5,337.5,224020,0.007913947,0.46106600059789954,0
AUBANK,2018-01-05,337.5,352.0,337.5,349.7,511032,0.03614819,1.8764623715282045,0
AUBANK,2018-01-08,355.0,360.0,350.5,356.0,596384,0.018015385,0.8874102126977762,0
AUBANK,2018-01-09,355.0,357.25,347.5,349.7,424642,-0.017696619,-0.9805822380183162,0
AUBANK,2018-01-10,351.75,352.5,347.5,349.75,206438,0.00014293194,0.10392611216232879,0
AUBANK,2018-01-11,347.0,362.5,347.0,354.75,536650,0.014295936,0.8844029761871659,0
AUBANK,2018-01-12,357.3,359.7,347.6,352.6,429896,-0.0060606003,-0.6364238734127077,0
AUBANK,2018-01-15,355.25,357.15,351.5,354.0,170636,0.003970504,0.0907640127467302,0
AUBANK,2018-01-16,357.0,357.0,349.5,351.35,248946,-0.0074858665,-0.7781807253311521,0
AUBANK,2018-01-17,352.0,355.0,349.5,354.5,214650,0.008965373,0.468955576470479,0
AUBANK,2018-01-18,362.5,362.5,350.0,354.05,475124,-0.0012694001,-0.24443449518088722,0
AUBANK,2018-01-19,357.3,370.55,352.5,360.2,875398,0.017370462,1.149763132923567,0
AUBANK,2018-01-22,357.5,360.05,350.0,358.35,1368514,-0.0051360726,-0.6168204141727549,0
AUBANK,2018-01-23,358.4,362.0,355.0,356.25,160646,-0.0058602095,-0.6479090454783958,0
AUBANK,2018-01-24,355.0,357.8,346.55,349.9,207342,-0.01782459,-1.4096701704399803,0
AUBANK,2018-01-25,352.85,352.85,337.45,342.1,163832,-0.022292078,-1.5733688671900197,0
AUBANK,2018-01-29,342.1,350.0,342.0,344.25,149834,0.0062847137,0.3262365683100981,0
AUBANK,2018-01-30,346.85,346.95,337.0,339.65,192732,-0.013362408,-1.0222378348675882,0
AUBANK,2018-01-31,335.65,338.0,322.7,328.25,740994,-0.03356397,-2.0377080163782884,1
AUBANK,2018-02-01,326.0,337.0,324.0,331.45,294378,0.009748697,0.6236888836301606,0
AUBANK,2018-02-02,328.0,328.0,277.75,319.6,794792,-0.035752,-1.8516335617044768,0
AUBANK,2018-02-05,312.0,317.35,302.1,309.45,1225708,-0.031758428,-1.555507617535608,0
AUBANK,2018-02-06,301.0,311.35,287.5,301.7,357626,-0.025044441,-1.0518217521509203,0
AUBANK,2018-02-07,314.4,315.0,300.25,304.0,253984,0.007623434,0.8882180636745395,0
AUBANK,2018-02-08,306.55,308.5,301.05,301.7,260720,-0.007565737,-0.020349047608757373,0
AUBANK,2018-02-09,292.5,304.1,292.5,296.75,223794,-0.016407073,-0.4925169634910518,0
AUBANK,2018-02-12,297.0,301.55,296.25,298.5,231518,0.0058971643,0.8882102433126868,0
AUBANK,2018-02-14,303.45,303.45,295.0,296.95,252356,-0.005192578,0.220397467590333,0
AUBANK,2018-02-15,299.45,299.8,293.35,295.3,161052,-0.0055565834,0.19072027192757934,0
AUBANK,2018-02-16,296.05,297.5,290.5,291.5,155746,-0.012868226,-0.21494514291054578,0
AUBANK,2018-02-19,292.5,293.75,282.5,287.3,398102,-0.01440829,-0.2752771826486821,0
AUBANK,2018-02-20,287.5,291.15,283.5,287.95,395462,0.002262473,0.9600168323296466,0
AUBANK,2018-02-21,288.0,292.45,288.0,289.9,101556,0.006771922,1.1981202786570735,0
AUBANK,2018-02-22,287.5,289.65,286.95,287.85,66036,-0.007071376,0.23919130176426887,0
AUBANK,2018-02-23,288.0,292.9,284.5,287.9,136834,0.00017368793,0.6775187192120726,0
AUBANK,2018-02-26,290.05,299.5,290.0,296.25,223098,0.029003143,2.1881111571413654,-1
AUBANK,2018-02-27,300.0,300.0,292.5,293.95,146200,-0.007763684,-0.0013586523862380048,0
AUBANK,2018-02-28,291.95,299.9,291.95,295.6,196768,0.005613208,0.7574495904278004,0
AUBANK,2018-03-01,297.55,300.05,285.3,299.05,483552,0.011671066,1.0391520980804148,0
AUBANK,2018-03-05,298.0,298.0,293.0,293.35,75676,-0.019060314,-0.8425954960885474,0
AUBANK,2018-03-06,294.05,296.45,286.35,291.75,128914,-0.005454242,-0.07194724924849208,0
AUBANK,2018-03-07,292.0,293.15,282.65,286.45,205962,-0.018166184,-1.1291378493610824,0
AUBANK,2018-03-08,287.55,294.5,286.5,292.7,122574,0.021818757,1.7977834551371223,0
AUBANK,2018-03-09,293.55,295.75,287.9,294.25,164252,0.005295515,0.5323986435396791,0
AUBANK,2018-03-12,295.55,296.8,288.75,290.7,126762,-0.012064517,-0.7910021724444426,0
AUBANK,2018-03-13,292.45,296.25,288.45,291.65,169500,0.0032678843,0.32269127174276385,0
AUBANK,2018-03-14,292.5,296.2,289.0,290.3,590924,-0.004628837,-0.26476468947185033,0
AUBANK,2018-03-15,287.1,299.8,287.1,297.85,398196,0.026007652,1.857862454372433,0
AUBANK,2018-03-16,299.0,299.5,290.0,290.55,186700,-0.024509013,-1.5980951068702167,0
AUBANK,2018-03-19,292.0,294.5,288.55,290.4,848596,-0.0005162358,-0.02930487594867677,0
AUBANK,2018-03-20,286.3,291.0,284.5,289.6,175758,-0.0027548075,-0.2281356782210212,0
AUBANK,2018-03-21,289.6,293.9,288.15,292.25,192080,0.009150505,0.5783021254238025,0
AUBANK,2018-03-22,292.25,294.0,288.25,289.7,141526,-0.008725345,-0.6081676063655003,0
AUBANK,2018-03-23,285.0,289.55,282.65,287.75,117174,-0.0067311525,-0.4716464453794029,0
AUBANK,2018-03-26,289.5,297.5,288.25,295.3,200092,0.026237965,1.594829943716512,0
AUBANK,2018-03-27,295.0,314.5,295.0,311.35,850734,0.05435157,2.768711897414378,-1
AUBANK,2018-03-28,311.0,319.5,305.1,309.0,424826,-0.007547796,-0.5469997997046692,0
AUBANK,2018-04-02,312.0,322.75,307.5,321.15,215126,0.03932035,1.715239629190891,0
AUBANK,2018-04-03,320.0,324.35,310.3,314.6,150610,-0.020395398,-1.100156735782081,0
AUBANK,2018-04-04,320.95,321.9,312.55,317.95,4098422,0.010648489,0.3137940437372727,0
AUBANK,2018-04-05,319.0,328.2,319.0,326.4,406032,0.0265764,0.9923528145500985,0
AUBANK,2018-04-06,327.8,330.55,320.15,328.7,133674,0.0070465803,-0.002277944149646967,0
AUBANK,2018-04-09,330.0,342.25,327.0,338.55,591486,0.029966474,1.0949054753105183,0
AUBANK,2018-04-10,338.45,338.5,332.05,335.65,550036,-0.008565903,-0.7380265870279525,0
AUBANK,2018-04-11,333.0,336.3,330.0,332.8,128488,-0.00849098,-0.7486018763686975,0
AUBANK,2018-04-12,332.9,340.0,331.0,338.7,141416,0.017728448,0.4819758120536191,0
AUBANK,2018-04-13,336.0,344.95,330.0,331.15,178662,-0.022291183,-1.3419950203118973,0
AUBANK,2018-04-16,331.25,333.45,319.75,330.9,324704,-0.00075495243,-0.293441159302449,0
AUBANK,2018-04-17,333.55,334.0,322.5,324.6,136726,-0.019038975,-1.1866920920379913,0
AUBANK,2018-04-18,326.9,333.7,326.2,328.85,311186,0.013092995,0.31819966941525124,0
AUBANK,2018-04-19,326.3,330.75,323.85,325.45,58166,-0.010339022,-0.775549531704878,0
AUBANK,2018-04-20,327.4,331.5,325.1,326.95,412264,0.0046089888,-0.05799722488897977,0
AUBANK,2018-04-23,327.5,329.85,325.0,328.4,127016,0.004434824,-0.09864666971617343,0
AUBANK,2018-04-24,330.0,357.2,327.0,349.1,547784,0.063032866,2.2000076656652086,-1
AUBANK,2018-04-25,350.0,356.0,346.5,350.7,362410,0.0045832396,-0.18107523710067214,0
AUBANK,2018-04-26,352.1,371.9,351.9,368.65,1333218,0.051183343,1.8044930016699616,0
AUBANK,2018-04-27,371.0,374.2,350.55,365.8,1310784,-0.0077309012,-0.6996735405783723,0
AUBANK,2018-04-30,369.85,370.0,355.5,360.9,201948,-0.013395309,-0.8524505789384581,0
AUBANK,2018-05-02,359.95,366.5,348.3,354.4,452196,-0.018010557,-1.0660341333695253,0
AUBANK,2018-05-03,355.85,357.6,347.25,348.9,138644,-0.015519202,-0.8802484954399122,0
AUBANK,2018-05-04,349.95,349.95,337.5,339.15,130176,-0.027944982,-1.2699760263707018,0
AUBANK,2018-05-07,339.0,345.95,333.75,335.8,100160,-0.009877682,-0.4702794764758545,0
AUBANK,2018-05-08,335.8,338.05,325.6,328.8,361542,-0.02084577,-0.841793770800662,0
AUBANK,2018-05-09,327.5,351.7,327.5,347.4,350638,0.056569338,2.051950264031833,-1
AUBANK,2018-05-10,347.85,355.5,336.1,352.8,398992,0.015544057,0.46193032376621185,0
AUBANK,2018-05-11,354.1,358.2,351.5,355.55,243308,0.007794738,0.19077037818161885,0
AUBANK,2018-05-14,352.5,357.5,345.0,348.25,142134,-0.020531535,-0.8876128610222352,0
AUBANK,2018-05-15,345.25,354.0,336.1,348.1,190380,-0.00043070316,-0.12493285017681918,0
AUBANK,2018-05-16,347.55,353.5,342.7,350.6,96888,0.007181883,0.11659377366451776,0
AUBANK,2018-05-17,354.95,355.0,345.65,347.5,389860,-0.008841991,-0.4600704907650425,0
AUBANK,2018-05-18,347.5,348.35,342.75,345.35,96774,-0.0061870217,-0.3669432682254895,0
AUBANK,2018-05-21,350.0,360.35,348.65,352.3,554162,0.020124435,0.6161924681236967,0
AUBANK,2018-05-22,352.0,360.0,345.0,346.65,266110,-0.016037464,-0.7207488276918745,0
AUBANK,2018-05-23,346.95,356.25,344.15,354.6,243456,0.02293384,0.9540174352695636,0
AUBANK,2018-05-24,356.5,356.75,341.95,348.4,238680,-0.017484546,-0.7468784076152071,0
AUBANK,2018-05-25,346.3,354.45,346.05,347.95,194832,-0.001291573,0.07056182236111597,0
AUBANK,2018-05-28,346.6,349.95,341.75,343.05,139796,-0.014082551,-0.5510608107184021,0
AUBANK,2018-05-29,343.05,345.0,339.2,341.65,207274,-0.004081011,-0.07675334282697507,0
AUBANK,2018-05-30,340.45,347.5,337.5,344.7,183348,0.008927345,0.5131142099697658,0
AUBANK,2018-05-31,344.05,353.9,342.0,348.65,277768,0.011459231,0.576184105218046,0
AUBANK,2018-06-01,345.5,351.95,345.5,348.7,159432,0.00014340878,-0.07602376222672579,0
AUBANK,2018-06-04,349.7,350.0,345.45,349.5,123978,0.0022941828,0.0074477869863962595,0
AUBANK,2018-06-05,349.45,349.45,340.0,344.2,137594,-0.0151644945,-0.980231037698687,0
AUBANK,2018-06-06,342.8,352.35,342.0,349.35,138410,0.014962196,1.1129159600172012,0
AUBANK,2018-06-07,349.0,357.4,348.75,352.35,933232,0.00858736,0.6706798156672141,0
AUBANK,2018-06-08,345.95,355.95,345.95,349.9,611326,-0.0069533587,-0.4891355125244498,0
AUBANK,2018-06-11,350.5,354.5,346.0,347.85,680298,-0.005858779,-0.49183648414500797,0
AUBANK,2018-06-12,351.95,364.0,348.0,360.4,407418,0.03607869,2.378139763907182,-1
AUBANK,2018-06-13,361.35,367.15,353.65,357.55,268096,-0.007907867,-0.6199537135955259,0
AUBANK,2018-06-14,359.0,364.0,352.65,360.3,282002,0.007691264,0.4023510994607817,0
AUBANK,2018-06-15,360.5,366.35,352.9,355.85,822184,-0.012350798,-0.9541158404343201,0
AUBANK,2018-06-18,355.75,361.05,352.75,356.2,290462,0.0009835958,0.024445411125583752,0
AUBANK,2018-06-19,357.5,359.9,351.55,358.2,310422,0.0056148767,0.28977229386127523,0
AUBANK,2018-06-20,357.5,360.9,352.65,354.4,378084,-0.010608673,-0.8383804830588151,0
AUBANK,2018-06-21,355.0,356.15,343.85,345.15,431498,-0.026100457,-1.910621333683816,0
AUBANK,2018-06-22,345.15,349.65,337.8,340.15,352138,-0.014486432,-0.9723846260118193,0
AUBANK,2018-06-25,340.15,349.0,337.75,344.45,333962,0.012641549,0.8954040707009374,0
AUBANK,2018-06-26,342.95,347.5,341.5,343.2,174966,-0.0036289692,-0.2862299082784117,0
AUBANK,2018-06-27,342.65,348.35,330.2,334.6,313820,-0.02505827,-1.6074658850768386,0
AUBANK,2018-06-28,335.55,338.8,325.0,331.5,447094,-0.009264827,-0.47195915783236636,0
AUBANK,2018-06-29,335.0,337.5,327.3,327.85,165694,-0.011010528,-0.5496851588501547,0
AUBANK,2018-07-02,330.3,334.65,326.0,332.35,205892,0.013725758,1.0719164225273081,0
AUBANK,2018-07-03,332.4,339.9,329.05,335.3,183158,0.008876085,0.6748513974101401,0
AUBANK,2018-07-04,337.3,346.55,332.0,340.1,153760,0.014315605,1.0437367954279078,0
AUBANK,2018-07-05,335.75,341.6,331.5,334.6,176778,-0.016171694,-0.9090720590756184,0
AUBANK,2018-07-06,320.0,346.25,306.0,339.65,2845708,0.015092611,1.0606376735421534,0
AUBANK,2018-07-09,332.4,332.4,314.5,318.8,2167110,-0.061386764,-2.7884939317040396,1
AUBANK,2018-07-10,317.0,324.0,315.5,319.55,890102,0.0023525953,0.4470079607165961,0
AUBANK,2018-07-11,320.5,323.55,317.0,318.9,552884,-0.002034068,0.19132513697567355,0
AUBANK,2018-07-12,321.0,325.0,318.55,324.3,861442,0.016933203,1.171550830380391,0
AUBANK,2018-07-13,323.5,323.5,315.0,318.1,19328672,-0.01911807,-0.7216560249039521,0
AUBANK,2018-07-16,318.5,322.45,315.6,317.45,896292,-0.0020433664,0.18605098878008694,0
AUBANK,2018-07-17,319.95,320.0,316.15,317.45,401506,0.0,0.3109194581274268,0
AUBANK,2018-07-18,319.45,319.45,315.0,318.0,339022,0.0017324686,0.3694681826800682,0
AUBANK,2018-07-19,318.5,318.5,311.6,314.75,3249522,-0.01022011,-0.3168697412308821,0
AUBANK,2018-07-20,314.5,317.3,312.95,316.0,634684,0.0039714575,0.4117761052818204,0
AUBANK,2018-07-23,316.0,323.45,313.85,320.95,521698,0.015664577,1.0378840297937957,0
AUBANK,2018-07-24,318.05,323.0,317.8,320.45,709388,-0.0015578866,0.09282270497229951,0
AUBANK,2018-07-25,321.5,325.5,317.5,318.6,886460,-0.005773127,-0.19730015953371235,0
AUBANK,2018-07-26,319.95,322.35,318.45,320.0,299618,0.0043941736,0.34121335501952893,0
AUBANK,2018-07-27,320.0,322.5,316.85,318.2,1594378,-0.00562495,-0.24472782586995157,0
AUBANK,2018-07-30,318.2,322.4,318.2,320.1,3648620,0.005971074,0.44711744233567796,0
AUBANK,2018-07-31,321.5,324.0,319.75,321.95,460304,0.005779505,0.44723443122139594,0
AUBANK,2018-08-01,320.1,323.5,319.5,322.05,1606214,0.0003105402,0.173215982122429,0
AUBANK,2018-08-02,322.5,330.5,321.0,328.7,1349086,0.020649076,1.245972207029282,0
AUBANK,2018-08-03,330.0,332.25,327.5,328.65,288252,-0.00015217066,0.08085139893154815,0
AUBANK,2018-08-06,330.0,333.0,325.0,328.95,253594,0.00091290474,-0.07649438453866132,0
AUBANK,2018-08-07,330.45,335.0,320.0,329.75,1428720,0.0024319887,0.0903846625531014,0
AUBANK,2018-08-08,326.35,330.85,319.0,326.85,496422,-0.008794546,-1.077455459380782,0
AUBANK,2018-08-09,329.45,329.45,320.5,322.25,232148,-0.0140737295,-1.5029124203179067,0
AUBANK,2018-08-10,335.0,357.0,335.0,346.85,5892634,0.07633829,3.8371156371609025,-1
AUBANK,2018-08-13,344.9,354.45,339.0,344.7,1688548,-0.0061986446,-0.5571441786683405,0
AUBANK,2018-08-14,346.2,346.4,340.0,341.25,324282,-0.010008752,-0.7233221395769043,0
AUBANK,2018-08-16,339.45,352.8,337.5,348.85,1747024,0.022271037,0.8949688796776378,0
AUBANK,2018-08-17,349.8,352.95,343.1,347.7,1060576,-0.003296554,-0.43855345880249824,0
AUBANK,2018-08-20,348.95,352.5,342.35,344.15,281260,-0.010209978,-0.7484691694032033,0
AUBANK,2018-08-21,344.0,350.75,336.75,349.75,755778,0.016271949,0.6012953024363419,0
