,weight
AUBANK,0.07142857142857142
AXISBANK,0.07142857142857142
BANKBARODA,0.07142857142857142
CANBK,0.07142857142857142
FEDERALBNK,0.07142857142857142
HDFCBANK,0.07142857142857142
ICICIBANK,0.07142857142857142
IDFCFIRSTB,0.07142857142857142
INDUSINDBK,0.07142857142857142
KOTAKBANK,0.07142857142857142
PNB,0.07142857142857142
SBIN,0.07142857142857142
UNIONBANK,0.07142857142857142
YESBANK,0.07142857142857142
