,weight
APLAPOLLO,0.06666666666666667
ADANIENT,0.06666666666666667
HINDALCO,0.06666666666666667
HINDCOPPER,0.06666666666666667
HINDZINC,0.06666666666666667
JSWSTEEL,0.06666666666666667
JSL,0.06666666666666667
JINDALSTEL,0.06666666666666667
LLOYDSME,0.06666666666666667
NMDC,0.06666666666666667
NATIONALUM,0.06666666666666667
SAIL,0.06666666666666667
TATASTEEL,0.06666666666666667
VEDL,0.06666666666666667
WELCORP,0.06666666666666667
