date,BANKBARODA,BANKINDIA,MAHABANK,CANBK,CENTRALBK,INDIANB,IOB,PSB,PNB,SBIN,UCOBANK,UNIONBANK
2015-02-06,-0.009425044059753418,-0.009051501750946045,-0.0,-0.03571885824203491,-0.0,-0.01193249225616455,-0.001990020275115967,-0.0,-0.0054985880851745605,-0.0017194151878356934,0.029970645904541016,-0.0
2015-02-09,-0.01490640640258789,-0.05865800380706787,-0.0,-0.03328418731689453,-0.0,-0.012371182441711426,-0.02093726396560669,-0.0,-0.021991729736328125,-0.03720283508300781,-0.03193753957748413,-0.0
2015-02-10,0.0177077054977417,0.016095638275146484,0.0,-0.00832986831665039,0.0,0.016105055809020996,-0.0203666090965271,-0.0,-0.002985358238220215,0.02790689468383789,-0.01260995864868164,0.0
2015-02-11,0.026890277862548828,0.020502328872680664,0.0,0.01441967487335205,0.0,0.01878488063812256,0.015592575073242188,-0.0,0.015609025955200195,-0.004698812961578369,-0.0476686954498291,-0.0
2015-02-12,-0.0006161928176879883,-0.057566046714782715,0.0,-0.009798526763916016,0.0,0.005761981010437012,-0.03172975778579712,-0.0,-0.01568281650543213,-0.005770325660705566,0.010630786418914795,-0.0
2015-02-13,0.012330412864685059,0.035576462745666504,0.0,0.04306614398956299,0.0,0.018332839012145996,0.0190274715423584,-0.03351950645446777,0.009049773216247559,-0.07966947555541992,-0.019340991973876953,0.0
2015-02-16,-0.0012180209159851074,-0.0014541149139404297,0.0,-0.014965176582336426,0.0,-0.005907177925109863,-0.010373473167419434,0.006306290626525879,-0.006000101566314697,0.0008144378662109375,0.008432865142822266,-0.0
2015-02-18,0.002743840217590332,-0.004641890525817871,-0.0,-0.0018990635871887207,-0.0,-0.008771955966949463,0.002096414566040039,0.00543975830078125,0.00781548023223877,0.003260493278503418,0.002126157283782959,-0.0
2015-02-19,-0.026755809783935547,-0.00022864341735839844,-0.0,-0.009513497352600098,-0.0,-0.018270015716552734,-0.007322132587432861,0.001823127269744873,-0.01550978422164917,0.010958492755889893,-0.0007101297378540039,-0.0
2015-02-20,0.028116226196289062,0.01984727382659912,0.0,0.014681696891784668,0.0,-0.04681599140167236,0.0453108549118042,-0.01826488971710205,0.011207222938537598,0.00016540288925170898,-0.024840354919433594,0.0
2015-02-23,-0.00546950101852417,-0.016366958618164062,-0.0,-0.022582828998565674,0.0,0.008333325386047363,-0.02721768617630005,0.01793724298477173,-0.021025896072387695,0.01902085542678833,0.017313003540039062,-0.0
2015-02-24,-0.032080650329589844,-0.011898279190063477,-0.0,0.006364107131958008,-0.06390976905822754,0.005322098731994629,0.002072453498840332,0.00821918249130249,-0.014232099056243896,0.0010116100311279297,-0.010570883750915527,0.0
2015-02-25,0.0022096633911132812,-0.012502908706665039,0.0,-0.009760797023773193,-0.07067137956619263,-0.011264443397521973,-0.004136443138122559,0.0009207725524902344,-0.007481276988983154,0.0023629069328308105,0.009762883186340332,-0.0
2015-02-26,-0.0340157151222229,-0.03186315298080444,-0.0,-0.020685791969299316,-0.03849804401397705,0.00863271951675415,-0.035306334495544434,0.011059880256652832,-0.003702819347381592,0.020842432975769043,0.0198591947555542,-0.0
2015-02-27,0.058689236640930176,-0.062445759773254395,-0.01783442497253418,0.038417935371398926,0.016312479972839355,-0.02219104766845703,0.04520988464355469,-0.019571304321289062,0.041345953941345215,-0.036283254623413086,-0.035924673080444336,-0.053325653076171875
2015-03-02,0.008315324783325195,-0.0012718439102172852,0.0025031566619873047,0.030716776847839355,0.009241223335266113,-0.06375372409820557,0.011328458786010742,0.0018281936645507812,-0.0024217963218688965,-0.00703585147857666,0.00749051570892334,0.02528291940689087
2015-03-03,0.027489304542541504,-0.01696598529815674,-0.0075283050537109375,0.02211916446685791,0.0144578218460083,-0.00616377592086792,0.017311692237854004,-0.01190483570098877,0.021082282066345215,-0.0019867420196533203,-0.037036895751953125,-0.016983747482299805
2015-03-04,-0.03804987668991089,0.03564095497131348,0.006226658821105957,-0.025268852710723877,-0.02897864580154419,-0.025398731231689453,-0.04604601860046387,0.004524886608123779,-0.028592944145202637,0.02891606092453003,0.03773576021194458,0.02228701114654541
2015-03-05,0.02132260799407959,0.009112358093261719,0.010025084018707275,0.015421390533447266,0.009784698486328125,0.00969696044921875,0.0,0.019090890884399414,-0.0066983699798583984,0.00017023086547851562,-0.0,-0.008385181427001953
2015-03-09,-0.02269291877746582,0.029409050941467285,0.017974674701690674,-0.03783714771270752,-0.010174393653869629,-0.025210142135620117,-0.024134337902069092,0.025023221969604492,-0.011412203311920166,0.010755538940429688,0.03431379795074463,0.011025607585906982
2015-03-10,-0.0012383460998535156,0.013707160949707031,0.0064449310302734375,-0.008300483226776123,0.002447366714477539,0.03017246723175049,-0.018279552459716797,0.001901090145111084,0.012134313583374023,0.010459721088409424,0.005801200866699219,-0.00815892219543457
2015-03-11,-0.017048954963684082,0.0070708394050598145,0.006486773490905762,0.003155946731567383,0.01171875,-0.007172703742980957,0.014238715171813965,0.004761934280395508,-0.001490473747253418,0.008553504943847656,-0.0005834102630615234,0.006301283836364746
2015-03-12,0.01734471321105957,-0.009871363639831543,-0.005484461784362793,0.002598881721496582,0.0004826784133911133,0.005719423294067383,0.005399584770202637,-0.003827810287475586,0.01836705207824707,-0.005997061729431152,-0.008893489837646484,-0.006341218948364258
2015-03-13,-0.004959702491760254,0.018382549285888672,0.014285683631896973,-0.02605736255645752,0.0009647607803344727,0.010775208473205566,-0.06444680690765381,0.020019054412841797,-0.000637352466583252,0.021265506744384766,0.02326589822769165,0.010749280452728271
2015-03-16,0.02118372917175293,-0.001634836196899414,0.010803699493408203,0.0005602836608886719,-0.010120511054992676,-0.019247829914093018,0.0034443140029907227,0.006809353828430176,0.008417844772338867,-0.0031701326370239258,0.005770087242126465,-0.004808545112609863
