,weight
BANKBARODA,0.08333333333333333
BANKINDIA,0.08333333333333333
MAHABANK,0.08333333333333333
CANBK,0.08333333333333333
CENTRALBK,0.08333333333333333
INDIANB,0.08333333333333333
IOB,0.08333333333333333
PSB,0.08333333333333333
PNB,0.08333333333333333
SBIN,0.08333333333333333
UCOBANK,0.08333333333333333
UNIONBANK,0.08333333333333333
