,weight
COFORGE,0.1
HCLTECH,0.1
INFY,0.1
LTM,0.1
MPHASIS,0.1
OFSS,0.1
PERSISTENT,0.1
TCS,0.1
TECHM,0.1
WIPRO,0.1
