date,portfolio_return
2016-07-21,-0.002202206850051881
2016-07-22,-0.006760317087173462
2016-07-25,0.004648464918136597
2016-07-26,-0.001409369707107544
2016-07-27,-0.001357555389404297
2016-07-28,-0.005166310071945191
2016-07-29,-0.0029807686805725098
2016-08-01,-0.0008295655250549314
2016-08-02,0.0010386526584625247
2016-08-03,-0.005892407894134521
2016-08-04,0.0034245014190673827
2016-08-05,-0.010943222045898439
2016-08-08,0.0002583682537078857
2016-08-09,-0.00047501325607299813
2016-08-10,-0.0023463845252990724
2016-08-11,-0.001784193515777588
2016-08-12,-0.00400349497795105
2016-08-16,-0.0015550017356872558
2016-08-17,-0.009751778841018677
2016-08-18,0.0007349133491516111
2016-08-19,0.001706951856613159
2016-08-22,-0.004575204849243165
2016-08-23,0.0006044328212738038
2016-08-24,-0.0022749841213226324
2016-08-25,-0.005997449159622192
2016-08-26,-0.007439041137695313
2016-08-29,-0.011773067712783815
2016-08-30,-0.004353225231170654
2016-08-31,-0.003984200954437257
2016-09-01,0.003337603807449341
2016-09-02,0.0003669917583465578
2016-09-06,-0.005311125516891479
2016-09-07,-0.0005254209041595464
2016-09-08,-0.001685965061187744
2016-09-09,0.006375104188919068
2016-09-12,-0.0008714914321899416
2016-09-14,0.002603769302368164
2016-09-15,0.0007125675678253176
2016-09-16,-0.0014995455741882322
2016-09-19,0.0027581691741943365
2016-09-20,0.002527785301208497
2016-09-21,-0.0023555696010589605
2016-09-22,-0.002978515625
2016-09-23,-0.004278635978698731
2016-09-26,0.0036272823810577395
2016-09-27,0.0012837946414947508
2016-09-28,0.0013032793998718258
2016-09-29,-0.01690630316734314
2016-09-30,-0.00049358606338501
2016-10-03,0.0005324244499206545
2016-10-04,-0.0017799258232116706
2016-10-05,-0.00854088068008423
2016-10-06,-0.0016479372978210449
2016-10-07,-0.0021509170532226563
2016-10-10,0.003333967924118042
2016-10-13,-0.005566883087158205
2016-10-14,0.005458503961563111
2016-10-17,-0.007883614301681519
2016-10-18,-0.008841609954833985
2016-10-19,-0.004221999645233154
2016-10-20,0.003869563341140748
2016-10-21,-0.0028499603271484376
2016-10-24,0.0009097039699554449
2016-10-25,-0.007160967588424682
2016-10-26,0.0025742352008819584
2016-10-27,0.00040778517723083453
2016-10-28,-0.0010033011436462401
2016-11-01,-0.0032434701919555674
2016-11-02,0.0023901045322418215
2016-11-03,-0.0037011265754699715
2016-11-04,0.0019342601299285889
2016-11-07,-0.01100783944129944
2016-11-08,-5.5557489395141786e-05
2016-11-09,0.0023333787918090815
2016-11-10,-0.006996876001358032
2016-11-11,0.004239839315414429
2016-11-15,-0.0081545889377594
2016-11-16,-0.00986320376396179
2016-11-17,0.001698154211044313
2016-11-18,-0.00460665225982666
2016-11-21,-0.0047419071197509766
2016-11-22,-0.002002698183059693
2016-11-23,-0.0008639454841613771
2016-11-24,-0.005986595153808594
2016-11-25,-0.03557157516479492
2016-11-28,0.0003075599670410156
2016-11-29,-0.002087903022766113
2016-11-30,-0.0031890809535980225
2016-12-01,0.0009489536285400391
2016-12-02,0.007540756464004517
2016-12-05,0.00520264506340027
2016-12-06,0.0010592043399810789
2016-12-07,0.004512971639633179
