,weight
BRITANNIA,0.06666666666666667
COLPAL,0.06666666666666667
DABUR,0.06666666666666667
EMAMILTD,0.06666666666666667
GODREJCP,0.06666666666666667
HINDUNILVR,0.06666666666666667
ITC,0.06666666666666667
MARICO,0.06666666666666667
NESTLEIND,0.06666666666666667
PATANJALI,0.06666666666666667
RADICO,0.06666666666666667
TATACONSUM,0.06666666666666667
UBL,0.06666666666666667
UNITDSPR,0.06666666666666667
VBL,0.06666666666666667
