,weight
AXISBANK,0.1
BANDHANBNK,0.1
FEDERALBNK,0.1
HDFCBANK,0.1
ICICIBANK,0.1
IDFCFIRSTB,0.1
INDUSINDBK,0.1
KOTAKBANK,0.1
RBLBANK,0.1
YESBANK,0.1
