,weight
ATGL,0.07692307692307693
AEGISLOG,0.07692307692307693
BPCL,0.07692307692307693
CASTROLIND,0.07692307692307693
GAIL,0.07692307692307693
HINDPETRO,0.07692307692307693
IOC,0.07692307692307693
IGL,0.07692307692307693
MGL,0.07692307692307693
ONGC,0.07692307692307693
OIL,0.07692307692307693
PETRONET,0.07692307692307693
RELIANCE,0.07692307692307693
