,weight
ASHOKLEY,0.06666666666666667
BAJAJ-AUTO,0.06666666666666667
BHARATFORG,0.06666666666666667
BOSCHLTD,0.06666666666666667
EICHERMOT,0.06666666666666667
EXIDEIND,0.06666666666666667
HEROMOTOCO,0.06666666666666667
M&M,0.06666666666666667
MARUTI,0.06666666666666667
MOTHERSON,0.06666666666666667
SONACOMS,0.06666666666666667
TVSMOTOR,0.06666666666666667
TMPV,0.06666666666666667
TIINDIA,0.06666666666666667
UNOMINDA,0.06666666666666667
